datetime,Engine RPM (RPM),Battery Voltage (V),LP Fuel Pressure (PSI),HP Rail Pressure (PSI),Coolant Temp (°C),Oil Pressure (PSI),Engine Oil Temp (°C),Boost Pressure (PSI),Throttle Angle (%),Intake Pressure (PSI),Valvetronic Angle (deg)
2026-03-05 17:51:38.914,984,14.50,87.4,1164.1,74.5,42.4,78.5,14.79,7.2,14.02,40.3
2026-03-05 17:51:39.009,984,14.50,87.4,1164.1,74.5,42.4,78.5,14.78,7.2,14.02,40.3
2026-03-05 17:51:39.109,984,14.50,87.1,1164.1,74.5,42.4,78.5,14.78,7.2,14.02,40.3
2026-03-05 17:51:39.210,984,14.50,87.1,1036.3,74.5,42.4,78.5,14.78,7.2,14.02,40.3
2026-03-05 17:51:39.312,984,14.50,87.1,1036.3,74.5,42.4,78.5,14.78,7.2,14.04,40.3
2026-03-05 17:51:39.407,984,14.50,87.1,1036.3,74.5,42.4,78.5,14.78,7.2,14.04,40.3
2026-03-05 17:51:39.492,984,14.50,87.1,1036.3,74.0,42.4,78.5,14.78,7.2,14.04,40.3
2026-03-05 17:51:39.591,984,14.50,87.1,1036.3,74.0,42.4,78.5,14.78,7.2,14.04,50.5
2026-03-05 17:51:39.684,1236,14.50,87.1,1036.3,74.0,42.4,78.5,14.78,7.2,14.04,50.5
2026-03-05 17:51:39.779,1236,14.50,87.1,1036.3,74.0,42.4,78.5,14.78,7.2,14.04,50.5
2026-03-05 17:51:39.880,1236,14.50,87.1,1036.3,74.0,42.4,78.5,14.78,10.5,14.04,50.5
2026-03-05 17:51:39.971,1236,14.50,87.1,1036.3,74.0,43.2,78.5,14.78,10.5,14.04,50.5
2026-03-05 17:51:40.066,1236,14.50,87.1,1036.3,74.0,43.2,78.5,14.79,10.5,14.04,50.5
2026-03-05 17:51:40.154,1236,14.50,87.0,1036.3,74.0,43.2,78.5,14.79,10.5,14.04,50.5
2026-03-05 17:51:40.243,1236,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.04,50.5
2026-03-05 17:51:40.337,1236,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,50.5
2026-03-05 17:51:40.424,1236,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,50.5
2026-03-05 17:51:40.513,1236,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,50.5
2026-03-05 17:51:40.602,1236,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,57.1
2026-03-05 17:51:40.691,1410,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,57.1
2026-03-05 17:51:40.786,1410,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.5,14.03,57.1
2026-03-05 17:51:40.881,1410,14.50,87.0,1320.5,74.0,43.2,78.5,14.79,10.8,14.03,57.1
2026-03-05 17:51:40.970,1410,14.50,87.0,1320.5,74.0,44.2,78.5,14.79,10.8,14.03,57.1
2026-03-05 17:51:41.059,1410,14.50,87.0,1320.5,74.0,44.2,78.5,14.90,10.8,14.03,57.1
2026-03-05 17:51:41.154,1410,14.50,86.3,1320.5,74.0,44.2,78.5,14.90,10.8,14.03,57.1
2026-03-05 17:51:41.242,1410,14.50,86.3,1261.3,74.0,44.2,78.5,14.90,10.8,14.03,57.1
2026-03-05 17:51:41.339,1410,14.50,86.3,1261.3,74.0,44.2,78.5,14.90,10.8,13.96,57.1
2026-03-05 17:51:41.441,1410,14.50,86.3,1261.3,74.0,44.2,78.5,14.90,10.8,13.96,57.1
2026-03-05 17:51:41.531,1410,14.50,86.3,1261.3,73.5,44.2,78.5,14.90,10.8,13.96,57.1
2026-03-05 17:51:41.620,1410,14.50,86.3,1261.3,73.5,44.2,78.5,14.90,10.8,13.96,38.7
2026-03-05 17:51:41.709,1393,14.50,86.3,1261.3,73.5,44.2,78.5,14.90,10.8,13.96,38.7
2026-03-05 17:51:41.813,1393,14.60,86.3,1261.3,73.5,44.2,78.5,14.90,10.8,13.96,38.7
2026-03-05 17:51:41.907,1393,14.60,86.3,1261.3,73.5,44.2,78.5,14.90,3.5,13.96,38.7
2026-03-05 17:51:41.997,1393,14.60,86.3,1261.3,73.5,42.4,78.5,14.90,3.5,13.96,38.7
2026-03-05 17:51:42.092,1393,14.60,86.3,1261.3,73.5,42.4,78.5,14.79,3.5,13.96,38.7
2026-03-05 17:51:42.182,1393,14.60,87.5,1261.3,73.5,42.4,78.5,14.79,3.5,13.96,38.7
2026-03-05 17:51:42.268,1393,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.96,38.7
2026-03-05 17:51:42.366,1393,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,38.7
2026-03-05 17:51:42.463,1393,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,38.7
2026-03-05 17:51:42.561,1393,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,38.7
2026-03-05 17:51:42.650,1393,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,30.2
2026-03-05 17:51:42.738,927,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,30.2
2026-03-05 17:51:42.841,927,14.60,87.5,921.0,73.5,42.4,78.5,14.79,3.5,13.82,30.2
2026-03-05 17:51:42.934,927,14.60,87.5,921.0,73.5,42.4,78.5,14.79,4.5,13.82,30.2
2026-03-05 17:51:43.027,927,14.60,87.5,921.0,73.5,41.4,78.5,14.79,4.5,13.82,30.2
2026-03-05 17:51:43.121,927,14.60,87.5,921.0,73.5,41.4,78.5,14.70,4.5,13.82,30.2
2026-03-05 17:51:43.212,927,14.60,86.6,921.0,73.5,41.4,78.5,14.70,4.5,13.82,30.2
2026-03-05 17:51:43.307,927,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.82,30.2
2026-03-05 17:51:43.411,927,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,30.2
2026-03-05 17:51:43.498,927,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,30.2
2026-03-05 17:51:43.588,927,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,30.2
2026-03-05 17:51:43.692,927,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,34.1
2026-03-05 17:51:43.785,1038,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,34.1
2026-03-05 17:51:43.880,1038,14.60,86.6,662.3,73.5,41.4,78.5,14.70,4.5,13.96,34.1
2026-03-05 17:51:43.972,1038,14.60,86.6,662.3,73.5,41.4,78.5,14.70,3.9,13.96,34.1
2026-03-05 17:51:44.063,1038,14.60,86.6,662.3,73.5,40.7,78.5,14.70,3.9,13.96,34.1
2026-03-05 17:51:44.159,1038,14.60,86.6,662.3,73.5,40.7,78.5,14.67,3.9,13.96,34.1
2026-03-05 17:51:44.254,1038,14.60,87.1,662.3,73.5,40.7,78.5,14.67,3.9,13.96,34.1
2026-03-05 17:51:44.343,1038,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.96,34.1
2026-03-05 17:51:44.430,1038,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,34.1
2026-03-05 17:51:44.520,1038,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,34.1
2026-03-05 17:51:44.609,1038,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,34.1
2026-03-05 17:51:44.697,1038,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,30.2
2026-03-05 17:51:44.802,686,14.60,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,30.2
2026-03-05 17:51:44.892,686,14.40,87.1,725.9,73.5,40.7,78.5,14.67,3.9,13.94,30.2
2026-03-05 17:51:44.980,686,14.40,87.1,725.9,73.5,40.7,78.5,14.67,4.2,13.94,30.2
2026-03-05 17:51:45.073,686,14.40,87.1,725.9,73.5,39.5,78.5,14.67,4.2,13.94,30.2
2026-03-05 17:51:45.168,686,14.40,87.1,725.9,73.5,39.5,78.5,14.65,4.2,13.94,30.2
2026-03-05 17:51:45.263,686,14.40,87.4,725.9,73.5,39.5,78.5,14.65,4.2,13.94,30.2
2026-03-05 17:51:45.351,686,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.94,30.2
2026-03-05 17:51:45.440,686,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:45.541,686,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:45.637,686,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:45.740,686,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:45.829,670,14.40,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:45.924,670,14.50,87.4,734.6,73.5,39.5,78.5,14.65,4.2,13.83,30.2
2026-03-05 17:51:46.014,670,14.50,87.4,734.6,73.5,39.5,78.5,14.65,5.7,13.83,30.2
2026-03-05 17:51:46.111,670,14.50,87.4,734.6,73.5,41.1,78.5,14.65,5.7,13.83,30.2
2026-03-05 17:51:46.208,670,14.50,87.4,734.6,73.5,41.1,78.5,14.64,5.7,13.83,30.2
2026-03-05 17:51:46.307,670,14.50,85.0,734.6,73.5,41.1,78.5,14.64,5.7,13.83,30.2
2026-03-05 17:51:46.409,670,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.83,30.2
2026-03-05 17:51:46.511,670,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.2
2026-03-05 17:51:46.615,670,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.2
2026-03-05 17:51:46.711,670,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.2
2026-03-05 17:51:46.809,670,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.8
2026-03-05 17:51:46.902,604,14.50,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.8
2026-03-05 17:51:46.990,604,14.30,85.0,1102.9,73.5,41.1,78.5,14.64,5.7,13.94,30.8
2026-03-05 17:51:47.082,604,14.30,85.0,1102.9,73.5,41.1,78.5,14.64,4.4,13.94,30.8
2026-03-05 17:51:47.173,604,14.30,85.0,1102.9,73.5,39.6,78.5,14.64,4.4,13.94,30.8
2026-03-05 17:51:47.268,604,14.30,85.0,1102.9,73.5,39.6,78.5,14.64,4.4,13.94,30.8
2026-03-05 17:51:47.372,604,14.30,87.3,1102.9,73.5,39.6,78.5,14.64,4.4,13.94,30.8
2026-03-05 17:51:47.469,604,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.94,30.8
2026-03-05 17:51:47.573,604,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,30.8
2026-03-05 17:51:47.661,604,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,30.8
2026-03-05 17:51:47.752,604,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,30.8
2026-03-05 17:51:47.839,604,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,38.0
2026-03-05 17:51:47.935,751,14.30,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,38.0
2026-03-05 17:51:48.026,751,14.60,87.3,919.4,73.5,39.6,78.5,14.64,4.4,13.86,38.0
2026-03-05 17:51:48.122,751,14.60,87.3,919.4,73.5,39.6,78.5,14.64,8.3,13.86,38.0
2026-03-05 17:51:48.214,751,14.60,87.3,919.4,73.5,41.8,78.5,14.64,8.3,13.86,38.0
2026-03-05 17:51:48.309,751,14.60,87.3,919.4,73.5,41.8,78.5,14.64,8.3,13.86,38.0
2026-03-05 17:51:48.400,751,14.60,87.1,919.4,73.5,41.8,78.5,14.64,8.3,13.86,38.0
2026-03-05 17:51:48.489,751,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.86,38.0
2026-03-05 17:51:48.594,751,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,38.0
2026-03-05 17:51:48.682,751,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,38.0
2026-03-05 17:51:48.772,751,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,38.0
2026-03-05 17:51:48.863,751,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,45.3
2026-03-05 17:51:48.950,931,14.60,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,45.3
2026-03-05 17:51:49.045,931,14.50,87.1,1605.0,73.5,41.8,78.5,14.64,8.3,13.95,45.3
2026-03-05 17:51:49.137,931,14.50,87.1,1605.0,73.5,41.8,78.5,14.64,9.8,13.95,45.3
2026-03-05 17:51:49.242,931,14.50,87.1,1605.0,73.5,42.2,78.5,14.64,9.8,13.95,45.3
2026-03-05 17:51:49.337,931,14.50,87.1,1605.0,73.5,42.2,78.5,14.71,9.8,13.95,45.3
2026-03-05 17:51:49.426,931,14.50,87.0,1605.0,73.5,42.2,78.5,14.71,9.8,13.95,45.3
2026-03-05 17:51:49.511,931,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.95,45.3
2026-03-05 17:51:49.604,931,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,45.3
2026-03-05 17:51:49.694,931,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,45.3
2026-03-05 17:51:49.784,931,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,45.3
2026-03-05 17:51:49.871,931,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,50.8
2026-03-05 17:51:49.958,1125,14.50,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,50.8
2026-03-05 17:51:50.061,1125,14.60,87.0,1513.0,73.5,42.2,78.5,14.71,9.8,13.99,50.8
2026-03-05 17:51:50.163,1125,14.60,87.0,1513.0,73.5,42.2,78.5,14.71,8.3,13.99,50.8
2026-03-05 17:51:50.252,1125,14.60,87.0,1513.0,73.5,42.9,78.5,14.71,8.3,13.99,50.8
2026-03-05 17:51:50.347,1125,14.60,87.0,1513.0,73.5,42.9,78.5,14.78,8.3,13.99,50.8
2026-03-05 17:51:50.447,1125,14.60,86.2,1513.0,73.5,42.9,78.5,14.78,8.3,13.99,50.8
2026-03-05 17:51:50.544,1125,14.60,86.2,1258.8,73.5,42.9,78.5,14.78,8.3,13.99,50.8
2026-03-05 17:51:50.630,1125,14.60,86.2,1258.8,73.5,42.9,78.5,14.78,8.3,13.91,50.8
2026-03-05 17:51:50.735,1125,14.60,86.2,1258.8,73.5,42.9,79.0,14.78,8.3,13.91,50.8
2026-03-05 17:51:50.831,1125,14.60,86.2,1258.8,73.5,42.9,79.0,14.78,8.3,13.91,50.8
2026-03-05 17:51:50.933,1125,14.60,86.2,1258.8,73.5,42.9,79.0,14.78,8.3,13.91,37.1
2026-03-05 17:51:51.028,1003,14.60,86.2,1258.8,73.5,42.9,79.0,14.78,8.3,13.91,37.1
2026-03-05 17:51:51.125,1003,14.50,86.2,1258.8,73.5,42.9,79.0,14.78,8.3,13.91,37.1
2026-03-05 17:51:51.220,1003,14.50,86.2,1258.8,73.5,42.9,79.0,14.78,4.8,13.91,37.1
2026-03-05 17:51:51.328,1003,14.50,86.2,1258.8,73.5,42.0,79.0,14.78,4.8,13.91,37.1
2026-03-05 17:51:51.419,1003,14.50,86.2,1258.8,73.5,42.0,79.0,14.72,4.8,13.91,37.1
2026-03-05 17:51:51.509,1003,14.50,86.2,1258.8,73.5,42.0,79.0,14.72,4.8,13.91,37.1
2026-03-05 17:51:51.613,1003,14.50,86.2,718.3,73.5,42.0,79.0,14.72,4.8,13.91,37.1
2026-03-05 17:51:51.707,1003,14.50,86.2,718.3,73.5,42.0,79.0,14.72,4.8,13.85,37.1
