datetime,Engine RPM (RPM),Battery Voltage (V),LP Fuel Pressure (PSI),HP Rail Pressure (PSI),Coolant Temp (°C),Oil Pressure (PSI),Engine Oil Temp (°C),Boost Pressure (PSI),Throttle Angle (%),Intake Pressure (PSI),Valvetronic Angle (deg)
2026-03-05 17:58:41.655,692,14.70,86.8,777.3,89.5,40.9,94.9,14.71,3.6,13.92,27.5
2026-03-05 17:58:41.757,692,14.70,86.8,777.3,89.5,40.9,94.9,14.71,3.6,13.92,27.5
2026-03-05 17:58:41.865,692,14.70,86.8,777.3,89.5,40.9,94.9,14.71,4.3,13.92,27.5
2026-03-05 17:58:41.956,692,14.70,86.8,777.3,89.5,41.1,94.9,14.71,4.3,13.92,27.5
2026-03-05 17:58:42.068,692,14.70,86.8,777.3,89.5,41.1,94.9,14.71,4.3,13.92,27.5
2026-03-05 17:58:42.190,692,14.70,86.5,777.3,89.5,41.1,94.9,14.71,4.3,13.92,27.5
2026-03-05 17:58:42.292,692,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.92,27.5
2026-03-05 17:58:42.397,692,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,27.5
2026-03-05 17:58:42.500,692,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,27.5
2026-03-05 17:58:42.593,692,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,27.5
2026-03-05 17:58:42.681,692,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,43.0
2026-03-05 17:58:42.770,1034,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,43.0
2026-03-05 17:58:42.880,1034,14.70,86.5,850.1,89.5,41.1,94.9,14.71,4.3,13.98,43.0
2026-03-05 17:58:42.985,1034,14.70,86.5,850.1,89.5,41.1,94.9,14.71,10.9,13.98,43.0
2026-03-05 17:58:43.091,1034,14.70,86.5,850.1,89.5,46.0,94.9,14.71,10.9,13.98,43.0
2026-03-05 17:58:43.193,1034,14.70,86.5,850.1,89.5,46.0,94.9,14.71,10.9,13.98,43.0
2026-03-05 17:58:43.298,1034,14.70,88.3,850.1,89.5,46.0,94.9,14.71,10.9,13.98,43.0
2026-03-05 17:58:43.402,1034,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,13.98,43.0
2026-03-05 17:58:43.506,1034,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,43.0
2026-03-05 17:58:43.611,1034,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,43.0
2026-03-05 17:58:43.703,1034,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,43.0
2026-03-05 17:58:43.790,1034,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,91.8
2026-03-05 17:58:43.886,1789,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,91.8
2026-03-05 17:58:43.986,1789,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,10.9,14.22,91.8
2026-03-05 17:58:44.090,1789,14.70,88.3,1626.8,89.5,46.0,94.9,14.71,16.6,14.22,91.8
2026-03-05 17:58:44.186,1789,14.70,88.3,1626.8,89.5,58.9,94.9,14.71,16.6,14.22,91.8
2026-03-05 17:58:44.291,1789,14.70,88.3,1626.8,89.5,58.9,94.9,15.89,16.6,14.22,91.8
2026-03-05 17:58:44.396,1789,14.70,86.9,1626.8,89.5,58.9,94.9,15.89,16.6,14.22,91.8
2026-03-05 17:58:44.500,1789,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.22,91.8
2026-03-05 17:58:44.602,1789,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,91.8
2026-03-05 17:58:44.706,1789,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,91.8
2026-03-05 17:58:44.813,1789,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,91.8
2026-03-05 17:58:44.906,1789,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,113.2
2026-03-05 17:58:45.026,2472,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,113.2
2026-03-05 17:58:45.136,2472,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.6,14.78,113.2
2026-03-05 17:58:45.240,2472,14.70,86.9,1974.2,89.5,58.9,94.9,15.89,16.7,14.78,113.2
2026-03-05 17:58:45.343,2472,14.70,86.9,1974.2,89.5,66.7,94.9,15.89,16.7,14.78,113.2
2026-03-05 17:58:45.430,2472,14.70,86.9,1974.2,89.5,66.7,94.9,20.02,16.7,14.78,113.2
2026-03-05 17:58:45.522,2472,14.70,88.8,1974.2,89.5,66.7,94.9,20.02,16.7,14.78,113.2
2026-03-05 17:58:45.624,2472,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.78,113.2
2026-03-05 17:58:45.712,2472,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,113.2
2026-03-05 17:58:45.800,2472,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,113.2
2026-03-05 17:58:45.895,2472,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,113.2
2026-03-05 17:58:46.022,2472,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,119.7
2026-03-05 17:58:46.111,2358,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,119.7
2026-03-05 17:58:46.215,2358,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,16.7,14.85,119.7
2026-03-05 17:58:46.324,2358,14.70,88.8,2235.7,89.5,66.7,94.9,20.02,15.7,14.85,119.7
2026-03-05 17:58:46.411,2358,14.70,88.8,2235.7,89.5,71.2,94.9,20.02,15.7,14.85,119.7
2026-03-05 17:58:46.521,2358,14.70,88.8,2235.7,89.5,71.2,94.9,19.36,15.7,14.85,119.7
2026-03-05 17:58:46.616,2358,14.70,87.4,2235.7,89.5,71.2,94.9,19.36,15.7,14.85,119.7
2026-03-05 17:58:46.714,2358,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,14.85,119.7
2026-03-05 17:58:46.810,2358,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,119.7
2026-03-05 17:58:46.906,2358,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,119.7
2026-03-05 17:58:47.007,2358,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,119.7
2026-03-05 17:58:47.113,2358,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,118.4
2026-03-05 17:58:47.216,2256,14.70,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,118.4
2026-03-05 17:58:47.318,2256,14.80,87.4,2270.1,89.5,71.2,94.9,19.36,15.7,13.95,118.4
2026-03-05 17:58:47.422,2256,14.80,87.4,2270.1,89.5,71.2,94.9,19.36,16.1,13.95,118.4
2026-03-05 17:58:47.510,2256,14.80,87.4,2270.1,89.5,69.2,94.9,19.36,16.1,13.95,118.4
2026-03-05 17:58:47.604,2256,14.80,87.4,2270.1,89.5,69.2,94.9,18.22,16.1,13.95,118.4
2026-03-05 17:58:47.706,2256,14.80,87.9,2270.1,89.5,69.2,94.9,18.22,16.1,13.95,118.4
2026-03-05 17:58:47.802,2256,14.80,87.9,2308.3,89.5,69.2,94.9,18.22,16.1,13.95,118.4
2026-03-05 17:58:47.891,2256,14.80,87.9,2308.3,89.5,69.2,94.9,18.22,16.1,14.32,118.4
2026-03-05 17:58:47.995,2256,14.80,87.9,2308.3,89.5,69.2,94.9,18.22,16.1,14.32,118.4
2026-03-05 17:58:48.094,2256,14.80,87.9,2308.3,90.0,69.2,94.9,18.22,16.1,14.32,118.4
2026-03-05 17:58:48.185,2256,14.80,87.9,2308.3,90.0,69.2,94.9,18.22,16.1,14.32,121.7
2026-03-05 17:58:48.290,2293,14.80,87.9,2308.3,90.0,69.2,94.9,18.22,16.1,14.32,121.7
2026-03-05 17:58:48.391,2293,14.70,87.9,2308.3,90.0,69.2,94.9,18.22,16.1,14.32,121.7
2026-03-05 17:58:48.481,2293,14.70,87.9,2308.3,90.0,69.2,94.9,18.22,19.3,14.32,121.7
2026-03-05 17:58:48.580,2293,14.70,87.9,2308.3,90.0,69.2,94.9,18.22,19.3,14.32,121.7
2026-03-05 17:58:48.671,2293,14.70,87.9,2308.3,90.0,69.2,94.9,17.07,19.3,14.32,121.7
2026-03-05 17:58:48.771,2293,14.70,86.2,2308.3,90.0,69.2,94.9,17.07,19.3,14.32,121.7
2026-03-05 17:58:48.872,2293,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.32,121.7
2026-03-05 17:58:48.962,2293,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,121.7
2026-03-05 17:58:49.066,2293,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,121.7
2026-03-05 17:58:49.170,2293,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,121.7
2026-03-05 17:58:49.272,2293,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,131.5
2026-03-05 17:58:49.361,2132,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,131.5
2026-03-05 17:58:49.464,2132,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,19.3,14.41,131.5
2026-03-05 17:58:49.572,2132,14.70,86.2,2276.1,90.0,69.2,94.9,17.07,18.8,14.41,131.5
2026-03-05 17:58:49.673,2132,14.70,86.2,2276.1,90.0,64.5,94.9,17.07,18.8,14.41,131.5
2026-03-05 17:58:49.763,2132,14.70,86.2,2276.1,90.0,64.5,94.9,17.06,18.8,14.41,131.5
2026-03-05 17:58:49.852,2132,14.70,87.2,2276.1,90.0,64.5,94.9,17.06,18.8,14.41,131.5
2026-03-05 17:58:49.956,2132,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.41,131.5
2026-03-05 17:58:50.060,2132,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,131.5
2026-03-05 17:58:50.164,2132,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,131.5
2026-03-05 17:58:50.266,2132,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,131.5
2026-03-05 17:58:50.362,2132,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,65.9
2026-03-05 17:58:50.451,2175,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,65.9
2026-03-05 17:58:50.549,2175,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,18.8,14.51,65.9
2026-03-05 17:58:50.654,2175,14.70,87.2,2183.8,90.0,64.5,94.9,17.06,7.0,14.51,65.9
2026-03-05 17:58:50.745,2175,14.70,87.2,2183.8,90.0,50.0,94.9,17.06,7.0,14.51,65.9
2026-03-05 17:58:50.841,2175,14.70,87.2,2183.8,90.0,50.0,94.9,15.54,7.0,14.51,65.9
2026-03-05 17:58:50.951,2175,14.70,87.3,2183.8,90.0,50.0,94.9,15.54,7.0,14.51,65.9
2026-03-05 17:58:51.056,2175,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,14.51,65.9
2026-03-05 17:58:51.165,2175,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,65.9
2026-03-05 17:58:51.261,2175,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,65.9
2026-03-05 17:58:51.353,2175,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,65.9
2026-03-05 17:58:51.445,2175,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,38.7
2026-03-05 17:58:51.541,1676,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,38.7
2026-03-05 17:58:51.633,1676,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,7.0,13.97,38.7
2026-03-05 17:58:51.743,1676,14.70,87.3,1011.7,90.0,50.0,94.9,15.54,4.5,13.97,38.7
2026-03-05 17:58:51.838,1676,14.70,87.3,1011.7,90.0,46.9,94.9,15.54,4.5,13.97,38.7
2026-03-05 17:58:51.933,1676,14.70,87.3,1011.7,90.0,46.9,94.9,15.08,4.5,13.97,38.7
2026-03-05 17:58:52.022,1676,14.70,87.0,1011.7,90.0,46.9,94.9,15.08,4.5,13.97,38.7
2026-03-05 17:58:52.124,1676,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.97,38.7
2026-03-05 17:58:52.225,1676,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,38.7
2026-03-05 17:58:52.327,1676,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,38.7
2026-03-05 17:58:52.430,1676,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,38.7
2026-03-05 17:58:52.526,1676,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,30.2
2026-03-05 17:58:52.626,1572,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,30.2
2026-03-05 17:58:52.730,1572,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.5,13.80,30.2
2026-03-05 17:58:52.834,1572,14.70,87.0,1028.6,90.0,46.9,94.9,15.08,4.0,13.80,30.2
2026-03-05 17:58:52.923,1572,14.70,87.0,1028.6,90.0,43.7,94.9,15.08,4.0,13.80,30.2
2026-03-05 17:58:53.018,1572,14.70,87.0,1028.6,90.0,43.7,94.9,14.92,4.0,13.80,30.2
2026-03-05 17:58:53.121,1572,14.70,88.9,1028.6,90.0,43.7,94.9,14.92,4.0,13.80,30.2
2026-03-05 17:58:53.223,1572,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.80,30.2
2026-03-05 17:58:53.320,1572,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.421,1572,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.521,1572,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.612,1572,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.701,1538,14.70,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.793,1538,14.80,88.9,1054.8,90.0,43.7,94.9,14.92,4.0,13.87,30.2
2026-03-05 17:58:53.886,1538,14.80,88.9,1054.8,90.0,43.7,94.9,14.92,4.1,13.87,30.2
2026-03-05 17:58:53.989,1538,14.80,88.9,1054.8,90.0,44.0,94.9,14.92,4.1,13.87,30.2
2026-03-05 17:58:54.084,1538,14.80,88.9,1054.8,90.0,44.0,94.9,14.88,4.1,13.87,30.2
2026-03-05 17:58:54.188,1538,14.80,90.0,1054.8,90.0,44.0,94.9,14.88,4.1,13.87,30.2
2026-03-05 17:58:54.290,1538,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.87,30.2
2026-03-05 17:58:54.391,1538,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,30.2
2026-03-05 17:58:54.493,1538,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,30.2
2026-03-05 17:58:54.590,1538,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,30.2
2026-03-05 17:58:54.702,1538,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,29.8
2026-03-05 17:58:54.795,1471,14.80,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,29.8
2026-03-05 17:58:54.903,1471,14.70,90.0,1038.6,90.0,44.0,94.9,14.88,4.1,13.86,29.8
2026-03-05 17:58:54.995,1471,14.70,90.0,1038.6,90.0,44.0,94.9,14.88,3.9,13.86,29.8
2026-03-05 17:58:55.092,1471,14.70,90.0,1038.6,90.0,45.3,94.9,14.88,3.9,13.86,29.8
2026-03-05 17:58:55.187,1471,14.70,90.0,1038.6,90.0,45.3,94.9,14.83,3.9,13.86,29.8
2026-03-05 17:58:55.281,1471,14.70,90.8,1038.6,90.0,45.3,94.9,14.83,3.9,13.86,29.8
2026-03-05 17:58:55.386,1471,14.70,90.8,971.9,90.0,45.3,94.9,14.83,3.9,13.86,29.8
2026-03-05 17:58:55.489,1471,14.70,90.8,971.9,90.0,45.3,94.9,14.83,3.9,13.91,29.8
2026-03-05 17:58:55.592,1471,14.70,90.8,971.9,90.0,45.3,95.4,14.83,3.9,13.91,29.8
2026-03-05 17:58:55.691,1471,14.70,90.8,971.9,90.0,45.3,95.4,14.83,3.9,13.91,29.8
2026-03-05 17:58:55.786,1471,14.70,90.8,971.9,90.0,45.3,95.4,14.83,3.9,13.91,46.6
2026-03-05 17:58:55.885,1496,14.70,90.8,971.9,90.0,45.3,95.4,14.83,3.9,13.91,46.6
2026-03-05 17:58:55.992,1496,14.70,90.8,971.9,90.0,45.3,95.4,14.83,3.9,13.91,46.6
2026-03-05 17:58:56.095,1496,14.70,90.8,971.9,90.0,45.3,95.4,14.83,10.2,13.91,46.6
2026-03-05 17:58:56.201,1496,14.70,90.8,971.9,90.0,47.8,95.4,14.83,10.2,13.91,46.6
2026-03-05 17:58:56.302,1496,14.70,90.8,971.9,90.0,47.8,95.4,14.82,10.2,13.91,46.6
2026-03-05 17:58:56.401,1496,14.70,96.2,971.9,90.0,47.8,95.4,14.82,10.2,13.91,46.6
2026-03-05 17:58:56.506,1496,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,13.91,46.6
2026-03-05 17:58:56.602,1496,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,46.6
2026-03-05 17:58:56.704,1496,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,46.6
2026-03-05 17:58:56.814,1496,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,46.6
2026-03-05 17:58:56.920,1496,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,103.0
2026-03-05 17:58:57.022,1282,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,103.0
2026-03-05 17:58:57.121,1282,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,10.2,14.55,103.0
2026-03-05 17:58:57.214,1282,14.70,96.2,1384.2,90.0,47.8,95.4,14.82,48.7,14.55,103.0
2026-03-05 17:58:57.310,1282,14.70,96.2,1384.2,90.0,45.9,95.4,14.82,48.7,14.55,103.0
2026-03-05 17:58:57.411,1282,14.70,96.2,1384.2,90.0,45.9,95.4,16.38,48.7,14.55,103.0
2026-03-05 17:58:57.511,1282,14.70,94.6,1384.2,90.0,45.9,95.4,16.38,48.7,14.55,103.0
2026-03-05 17:58:57.603,1282,14.70,94.6,2625.2,90.0,45.9,95.4,16.38,48.7,14.55,103.0
2026-03-05 17:58:57.705,1282,14.70,94.6,2625.2,90.0,45.9,95.4,16.38,48.7,16.53,103.0
2026-03-05 17:58:57.809,1282,14.70,94.6,2625.2,90.0,45.9,95.4,16.38,48.7,16.53,103.0
2026-03-05 17:58:57.904,1282,14.70,94.6,2625.2,90.5,45.9,95.4,16.38,48.7,16.53,103.0
2026-03-05 17:58:58.011,1282,14.70,94.6,2625.2,90.5,45.9,95.4,16.38,48.7,16.53,169.9
2026-03-05 17:58:58.104,1688,14.70,94.6,2625.2,90.5,45.9,95.4,16.38,48.7,16.53,169.9
2026-03-05 17:58:58.196,1688,14.80,94.6,2625.2,90.5,45.9,95.4,16.38,48.7,16.53,169.9
2026-03-05 17:58:58.304,1688,14.80,94.6,2625.2,90.5,45.9,95.4,16.38,51.5,16.53,169.9
2026-03-05 17:58:58.399,1688,14.80,94.6,2625.2,90.5,56.2,95.4,16.38,51.5,16.53,169.9
2026-03-05 17:58:58.503,1688,14.80,94.6,2625.2,90.5,56.2,95.4,16.76,51.5,16.53,169.9
2026-03-05 17:58:58.595,1688,14.80,91.1,2625.2,90.5,56.2,95.4,16.76,51.5,16.53,169.9
2026-03-05 17:58:58.704,1688,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,16.53,169.9
2026-03-05 17:58:58.790,1688,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,169.9
2026-03-05 17:58:58.893,1688,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,169.9
2026-03-05 17:58:58.991,1688,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,169.9
2026-03-05 17:58:59.080,1688,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,182.4
2026-03-05 17:58:59.187,1830,14.80,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,182.4
2026-03-05 17:58:59.290,1830,14.70,91.1,2496.7,90.5,56.2,95.4,16.76,51.5,17.81,182.4
2026-03-05 17:58:59.381,1830,14.70,91.1,2496.7,90.5,56.2,95.4,16.76,31.0,17.81,182.4
2026-03-05 17:58:59.477,1830,14.70,91.1,2496.7,90.5,60.7,95.4,16.76,31.0,17.81,182.4
2026-03-05 17:58:59.580,1830,14.70,91.1,2496.7,90.5,60.7,95.4,20.05,31.0,17.81,182.4
2026-03-05 17:58:59.672,1830,14.70,92.5,2496.7,90.5,60.7,95.4,20.05,31.0,17.81,182.4
2026-03-05 17:58:59.761,1830,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,17.81,182.4
2026-03-05 17:58:59.851,1830,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:58:59.941,1830,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:59:00.041,1830,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:59:00.132,1830,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:59:00.238,2014,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:59:00.355,2014,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,31.0,19.22,182.4
2026-03-05 17:59:00.455,2014,14.70,92.5,2491.5,90.5,60.7,95.4,20.05,35.6,19.22,182.4
2026-03-05 17:59:00.549,2014,14.70,92.5,2491.5,90.5,60.8,95.4,20.05,35.6,19.22,182.4
2026-03-05 17:59:00.644,2014,14.70,92.5,2491.5,90.5,60.8,95.4,20.19,35.6,19.22,182.4
